calendar.year,variable,trust.fund.ratio,cost.payroll,income.cost
2050,Scheduled,-3.7166039680469165,0.16786145621021759,0.5711462955054957
2051,Scheduled,-3.9663806803707327,0.1667341203880717,0.5624436631302452
2052,Scheduled,-4.2216591846317595,0.16783378459079482,0.5433196452625747
2053,Scheduled,-4.487633992687157,0.1672366693365007,0.5311466966671003
2054,Scheduled,-4.746983295539571,0.16798491730406703,0.5139082613257826
2055,Scheduled,-5.000134993636316,0.16901422079949907,0.49542972772582544
2056,Scheduled,-5.269811025865538,0.16878349273328883,0.4814588608217158
2057,Scheduled,-5.521782147106405,0.1685959296503169,0.4690040513180157
2058,Scheduled,-5.785706701996138,0.16950042865167067,0.4499602107484339
2059,Scheduled,-6.049458887125181,0.17130672239418349,0.427463956202841
2060,Scheduled,-6.336867089338056,0.17058728879136295,0.41501023119744285
2061,Scheduled,-6.601608642521186,0.17310822158262437,0.3889123774095925
2062,Scheduled,-6.893395822783578,0.17305436861832166,0.37306098277728533
2063,Scheduled,-7.185799641008353,0.17454459620175825,0.3507603214230685
2064,Scheduled,-7.494785832808483,0.1743059278338912,0.33454741347070593
2065,Scheduled,-7.820492308450536,0.17349253662206623,0.3197917183581091
2066,Scheduled,-8.120002545178465,0.17322463878868635,0.30449749305721857
2067,Scheduled,-8.418695625396607,0.1765206498022024,0.27405767584721014
2068,Scheduled,-8.740229184111534,0.17557793401550661,0.25971863992798777
2069,Scheduled,-9.078517068810713,0.17663880551136626,0.236464270155049
2070,Scheduled,-9.387741362938478,0.1778809364824383,0.2144823726086223
2071,Scheduled,-9.727534453292119,0.1784127308281373,0.19349391243075514
2072,Scheduled,-10.060598913580941,0.1780440528766623,0.17622134679670248
2073,Scheduled,-10.400164524556963,0.17865221945087306,0.15488829891966602
2074,Scheduled,-10.769863820546965,0.17865983205000752,0.1338991934051051
2075,Scheduled,-11.152703357012197,0.18033876234646717,0.10600326858241654
2076,Scheduled,-11.548974714673358,0.17969645196713374,0.0865589477532454
2077,Scheduled,-11.919005947310964,0.18071600890657805,0.06159519652689269
2078,Scheduled,-12.341608966181447,0.17976948450541194,0.04118500540780255
2079,Scheduled,-12.748617102432474,0.17878897542502542,0.022438272831672317
2080,Scheduled,-13.134763982906826,0.18039721986147333,-0.005199829183910871
2081,Scheduled,-13.505221899508454,0.1800112878762994,-0.025047616831468104
2082,Scheduled,-13.923678913852315,0.18066356900372593,-0.05133272528282431
2083,Scheduled,-14.338658811221176,0.1798463661697725,-0.07075265883081369
2084,Scheduled,-14.771930327186883,0.1809626892926126,-0.09943957319891567
2085,Scheduled,-15.174432553686088,0.18174483300572988,-0.12549674369836378
2086,Scheduled,-15.52518815352503,0.18231367859586836,-0.14746218813437678
2087,Scheduled,-15.861086437706268,0.1841748236915389,-0.17293565496205243
2088,Scheduled,-16.204843853159318,0.18605524465715745,-0.19977480513754844
2089,Scheduled,-16.557376542748184,0.1879551378141781,-0.22704838906981123
2090,Scheduled,-16.918670119149542,0.18987470152443015,-0.2547518631156507
2005,Payable,3.1830934620530367,0.11088980239288546,1.3242291064786946
2006,Payable,3.3463984977161463,0.11009089601242979,1.3410944130668447
2007,Payable,3.445094289160153,0.1123532664358174,1.320248410011085
2008,Payable,3.5807807173718653,0.11533282945655698,1.2881884624797846
2009,Payable,3.5267635946870883,0.12744613244971578,1.1774406861465643
2010,Payable,3.5652706006517656,0.13811924563224573,1.096279995396659
2011,Payable,3.544374132229833,0.13686109240963185,1.0937069511277275
2012,Payable,3.40798315050014,0.13844612298021564,1.0692420270304666
2013,Payable,3.320275019321347,0.13957097916062566,1.0390048169697323
2014,Payable,3.2173352885723263,0.14085104582818858,1.029148190822015
2015,Payable,3.1502968358428682,0.1302654359009231,1.0923024896115365
2016,Payable,2.9306087627641024,0.13641632481272237,1.03865419488902
2017,Payable,2.8115950559856246,0.13509623204486512,1.0446488315856586
2018,Payable,2.686087223104933,0.13648469240171926,1.034120498468645
2019,Payable,2.556801398531215,0.13828224785027432,1.0208596645153574
2020,Payable,2.4238746303845176,0.1411564374723777,1.0008290756412244
2021,Payable,2.286687328817144,0.14190330379565225,0.9937794272479655
2022,Payable,2.1444291256209005,0.1456549082886499,0.9680876913111257
2023,Payable,1.9961839627537272,0.14642665936376245,0.9611536358225528
2024,Payable,1.843456520387367,0.15076309063888843,0.9332409645419886
2025,Payable,1.6724752418873308,0.1542377602743648,0.9134651689597644
2026,Payable,1.4995727767170672,0.15501354181602722,0.9077864309078153
2027,Payable,1.3314054653373733,0.15755333863585266,0.8915413488948946
2028,Payable,1.159196052585479,0.1584298952085626,0.8830952030819982
2029,Payable,0.9866046379193407,0.16038336647414558,0.8680727328025393
2030,Payable,0.811075857584589,0.16190927793964008,0.8511614950192389
2031,Payable,0.6269359955329814,0.16331437690305914,0.8340885369416561
2032,Payable,0.4380566393899258,0.16404288210172915,0.8202917156849692
2033,Payable,0.24575042817000406,0.16720037958131323,0.7947251887098005
2034,Payable,0.04762141826758024,0.13678575288727168,0.9523785817324197
2035,Payable,0,0.12963970480217943,1
2036,Payable,0,0.12973379676113755,1
2037,Payable,0,0.12969740876725253,1
2038,Payable,0,0.1297346400159525,1
2039,Payable,0,0.1297395801638939,1
2040,Payable,0,0.1297511022346505,1
2041,Payable,0,0.1298423220171209,1
2042,Payable,0,0.1298335946716767,1
2043,Payable,0,0.12986366847151626,1
2044,Payable,0,0.1298880026381894,1
2045,Payable,0,0.12993676413727906,1
2046,Payable,0,0.1299653019854592,1
2047,Payable,0,0.13002599824969524,1
2048,Payable,0,0.13004313685488128,1
2049,Payable,0,0.13013283373677736,1
2050,Payable,0,0.13015652007458592,1
2051,Payable,0,0.13019831654748096,1
2052,Payable,0,0.13024328301075033,1
2053,Payable,0,0.13026770180522815,1
2054,Payable,0,0.13038687408938401,1
2055,Payable,0,0.13044826515040814,1
2056,Payable,0,0.13048737918227735,1
2057,Payable,0,0.130617930164294,1
2058,Payable,0,0.13060836795833358,1
2059,Payable,0,0.13065491874466514,1
2060,Payable,0,0.13074956367699622,1
2061,Payable,0,0.13071939339323632,1
2062,Payable,0,0.13078152651440675,1
2063,Payable,0,0.13085829266261872,1
2064,Payable,0,0.13089538248466545,1
2065,Payable,0,0.13094024477757096,1
2066,Payable,0,0.13100544120862115,1
2067,Payable,0,0.1310388823588633,1
2068,Payable,0,0.13104056808492084,1
2069,Payable,0,0.1310719671286224,1
2070,Payable,0,0.13114464422092906,1
2071,Payable,0,0.13120772634855185,1
2072,Payable,0,0.13122360552306261,1
2073,Payable,0,0.1312664828338147,1
2074,Payable,0,0.13127477075515429,1
2075,Payable,0,0.13132862727015174,1
2076,Payable,0,0.13139920308029987,1
2077,Payable,0,0.1314046154488653,1
2078,Payable,0,0.13138635024542425,1
2079,Payable,0,0.13144935922836626,1
2080,Payable,0,0.1315352549902941,1
2081,Payable,0,0.13149173178682605,1
2082,Payable,0,0.1314952721345519,1
2083,Payable,0,0.13162127204031154,1
2084,Payable,0,0.13165866188334963,1
2085,Payable,0,0.13162187099772507,1
2086,Payable,0,0.1316464836724649,1
2087,Payable,0,0.13162874845729744,1
2088,Payable,0,0.13161105437708046,1
2089,Payable,0,0.13159340133640576,1
2090,Payable,0,0.13157578924008648,1
2005,Annual primary insurance amount,3.1830934620530367,0.11088980239288546,1.3242291064786946
2006,Annual primary insurance amount,3.3463984977161463,0.11009089601242979,1.3410944130668447
2007,Annual primary insurance amount,3.445094289160153,0.1123532664358174,1.320248410011085
2008,Annual primary insurance amount,3.5807807173718653,0.11533282945655698,1.2881884624797846
2009,Annual primary insurance amount,3.5267635946870883,0.12744613244971578,1.1774406861465643
2010,Annual primary insurance amount,3.5652706006517656,0.13811924563224573,1.096279995396659
2011,Annual primary insurance amount,3.544374132229833,0.13686109240963185,1.0937069511277275
2012,Annual primary insurance amount,3.40798315050014,0.13844612298021564,1.0692420270304666
2013,Annual primary insurance amount,3.320275019321347,0.13957097916062566,1.0390048169697323
2014,Annual primary insurance amount,3.2173352885723263,0.14085104582818858,1.029148190822015
2015,Annual primary insurance amount,3.1500409021000673,0.13027601975577646,1.0922131313582961
2016,Annual primary insurance amount,2.9301926391663464,0.13643225294436678,1.0385297767277788
2017,Annual primary insurance amount,2.8111496712837667,0.13510881204953584,1.0445442915252927
2018,Annual primary insurance amount,2.6855383263970456,0.1364990146737748,1.0340024886285355
2019,Annual primary insurance amount,2.5561435974001,0.1382984336589537,1.0207286676040808
2020,Annual primary insurance amount,2.4231611348365028,0.14117131424197749,1.0007089232940638
2021,Annual primary insurance amount,2.2858169607732615,0.14192348533364982,0.9936213648990134
2022,Annual primary insurance amount,2.1433297641344833,0.14568461409284736,0.9678699238309024
2023,Annual primary insurance amount,1.9943507240838294,0.14649974968883628,0.9606530952215114
2024,Annual primary insurance amount,1.8404664027481514,0.150903265227166,0.9323466982689582
2025,Annual primary insurance amount,1.6671504742701422,0.15453564799596536,0.9116717505786376
2026,Annual primary insurance amount,1.490629163963158,0.15554351404349054,0.9046276364895838
2027,Annual primary insurance amount,1.317246979440251,0.15841714803064683,0.8865148127364652
2028,Annual primary insurance amount,1.1382557442096632,0.15968412484187525,0.8757843430737178
2029,Annual primary insurance amount,0.9567128026991124,0.1621853151974533,0.8577163909614505
2030,Annual primary insurance amount,0.7700693030165742,0.164326169049127,0.8375010026642796
2031,Annual primary insurance amount,0.572923417897213,0.16640597311293698,0.8168344794001033
2032,Annual primary insurance amount,0.3688324606175633,0.16783166486865558,0.7992088954267346
2033,Annual primary insurance amount,0.15913608892956269,0.1718263839301812,0.7697482754513449
2034,Annual primary insurance amount,-0.06734541783395762,0.17464628413646616,0.7452256902261203
2035,Annual primary insurance amount,-0.3060140055341233,0.1756419038567699,0.7277963564092529
2036,Annual primary insurance amount,-0.5496841442543601,0.17542094413764592,0.7155869747300131
2037,Annual primary insurance amount,-0.7944526825323804,0.1765058267800772,0.696984268388955
2038,Annual primary insurance amount,-1.0476901513253474,0.17699247639235455,0.6809846837789619
2039,Annual primary insurance amount,-1.3093687188927652,0.17747680447545622,0.6641578545586168
2040,Annual primary insurance amount,-1.5700545568486894,0.17829503652186843,0.6461736435383938
2041,Annual primary insurance amount,-1.8436973726743586,0.1775871432901626,0.6342242186863735
2042,Annual primary insurance amount,-2.1120656121235557,0.17814727587873708,0.6166009029145583
2043,Annual primary insurance amount,-2.389307052576037,0.17934501237269934,0.5963912776061604
2044,Annual primary insurance amount,-2.661139735877735,0.1798576737524364,0.5791170426733271
2045,Annual primary insurance amount,-2.955447816736646,0.17767952326673242,0.5715472208276684
2046,Annual primary insurance amount,-3.246288834421607,0.17915934995200597,0.5492656381738429
2047,Annual primary insurance amount,-3.545442140608575,0.1791849179787411,0.5326919497245902
2048,Annual primary insurance amount,-3.8385921005412937,0.17922409828364572,0.5160504900472684
2049,Annual primary insurance amount,-4.121510488077365,0.18039183008212772,0.4960668909944749
2050,Annual primary insurance amount,-4.412092109279803,0.18133057736173253,0.4760391314077658
2051,Annual primary insurance amount,-4.714815844082812,0.18041869104877215,0.46274185049120736
2052,Annual primary insurance amount,-5.0253075486866825,0.18194775171631217,0.43954437956831405
2053,Annual primary insurance amount,-5.34931824878719,0.18159696573233367,0.42273274586350773
2054,Annual primary insurance amount,-5.6660756140924455,0.18273143405462322,0.4012823779875427
2055,Annual primary insurance amount,-5.977398193583851,0.1841134609505896,0.3788991406379221
2056,Annual primary insurance amount,-6.310093149125376,0.1840613586536034,0.3605172081174093
2057,Annual primary insurance amount,-6.622441530199503,0.18405356503242457,0.3438083467078157
2058,Annual primary insurance amount,-6.950374328872189,0.18522996681543977,0.32074232539646885
2059,Annual primary insurance amount,-7.279177940494182,0.18735049598199574,0.294686852174915
2060,Annual primary insurance amount,-7.639863294210069,0.1865840499232124,0.2777479256752895
2061,Annual primary insurance amount,-7.975261624566821,0.18934067474202512,0.24856494691556472
2062,Annual primary insurance amount,-8.336896688571105,0.18936068979768408,0.2284540128067358
2063,Annual primary insurance amount,-8.699719950278697,0.1910690966802572,0.20240065213663866
2064,Annual primary insurance amount,-9.08140092633028,0.1908808833598153,0.18171437763013232
2065,Annual primary insurance amount,-9.484139626761065,0.19005785621115134,0.1620891879833901
2066,Annual primary insurance amount,-9.857315874314018,0.18981190272665657,0.14231899613758234
2067,Annual primary insurance amount,-10.230313369185644,0.19346838975961939,0.10872560834991216
2068,Annual primary insurance amount,-10.629010469448618,0.192448573995874,0.08968839064663273
2069,Annual primary insurance amount,-11.050019787970063,0.1936115717347581,0.0620993640816102
2070,Annual primary insurance amount,-11.43453557662384,0.19497339117576157,0.036279155404412705
2071,Annual primary insurance amount,-11.853093344855269,0.19558852222693535,0.010923451980913856
2072,Annual primary insurance amount,-12.267027188660325,0.19515196539631166,-0.010952955480763268
2073,Annual primary insurance amount,-12.687002854056551,0.1958228928790642,-0.036659905755875806
2074,Annual primary insurance amount,-13.141230471998762,0.19586464823555028,-0.06254411170163672
2075,Annual primary insurance amount,-13.615382896638472,0.1976832584366145,-0.09496471407931079
2076,Annual primary insurance amount,-14.101173436432092,0.19699868250793193,-0.11979446905313211
2077,Annual primary insurance amount,-14.556357996251839,0.1981288819862856,-0.14930799098706674
2078,Annual primary insurance amount,-15.077395617141509,0.19706768984441037,-0.17551168381976506
2079,Annual primary insurance amount,-15.575058525967256,0.1960374984488486,-0.19992481125762032
2080,Annual primary insurance amount,-16.05085141662876,0.19781758715083952,-0.23214564876257715
2081,Annual primary insurance amount,-16.507593668281924,0.19738925658613748,-0.2569962679444199
2082,Annual primary insurance amount,-17.018344010917374,0.19815844077848377,-0.28846469322207474
2083,Annual primary insurance amount,-17.530306516021493,0.19724597691436752,-0.3135928727527432
2084,Annual primary insurance amount,-18.05913052907981,0.19852749681988935,-0.34748580252286726
2085,Annual primary insurance amount,-18.556984998099622,0.19935821995118042,-0.3785477766617891
2086,Annual primary insurance amount,-18.990132350844025,0.1999596349358834,-0.40494609967780315
2087,Annual primary insurance amount,-19.397351036375508,0.2020526675171396,-0.4339569726045855
2088,Annual primary insurance amount,-19.81221278642288,0.2041678913708623,-0.4633259303074384
2089,Annual primary insurance amount,-20.234683718137692,0.20630553838629614,-0.4930515733889462
2090,Annual primary insurance amount,-20.664730269221867,0.20846584291763623,-0.5231327067612843
2005,Increase benefits taxation,3.1830934620530367,0.11088980239288546,1.3242291064786946
2006,Increase benefits taxation,3.3463984977161463,0.11009089601242979,1.3410944130668447
2007,Increase benefits taxation,3.445094289160153,0.1123532664358174,1.320248410011085
2008,Increase benefits taxation,3.5807807173718653,0.11533282945655698,1.2881884624797846
2009,Increase benefits taxation,3.5267635946870883,0.12744613244971578,1.1774406861465643
2010,Increase benefits taxation,3.5652706006517656,0.13811924563224573,1.096279995396659
2011,Increase benefits taxation,3.544374132229833,0.13686109240963185,1.0937069511277275
2012,Increase benefits taxation,3.40798315050014,0.13844612298021564,1.0692420270304666
2013,Increase benefits taxation,3.320275019321347,0.13957097916062566,1.0390048169697323
2014,Increase benefits taxation,3.2173352885723263,0.14085104582818858,1.029148190822015
2015,Increase benefits taxation,3.1502968358428682,0.1302654359009231,1.0923024896115365
2016,Increase benefits taxation,2.9306087627641024,0.13641632481272237,1.03865419488902
2017,Increase benefits taxation,2.8115950559856246,0.13509623204486512,1.0446488315856586
2018,Increase benefits taxation,2.686087223104933,0.13648469240171926,1.034120498468645
2019,Increase benefits taxation,2.556801398531215,0.13828224785027432,1.0208596645153574
2020,Increase benefits taxation,2.4238746303845176,0.1411564374723777,0.9983660565057114
2021,Increase benefits taxation,2.284364507008519,0.1419033074112748,0.990784921162933
2022,Increase benefits taxation,2.139428994496292,0.14565491190096666,0.9648321815807347
2023,Increase benefits taxation,1.9883829465701317,0.14642666181749536,0.9572957916509997
2024,Increase benefits taxation,1.8324759914496818,0.1507630949910222,0.9292152514671989
2025,Increase benefits taxation,1.658349275901269,0.15423776562708091,0.9090453606304396
2026,Increase benefits taxation,1.4820369739237973,0.15501354702320763,0.9028095441093397
2027,Increase benefits taxation,1.31010776266168,0.15755334291635995,0.8862372230587101
2028,Increase benefits taxation,1.1339809457274732,0.1584299002130236,0.8773347202875194
2029,Increase benefits taxation,0.9572839847456202,0.1603833703800246,0.8618347285052029
2030,Increase benefits taxation,0.7773312311432282,0.16190927870228708,0.8444373460978178
2031,Increase benefits taxation,0.5886244639147196,0.16331437634697746,0.8269407030749075
2032,Increase benefits taxation,0.3948620392008415,0.16404287425372638,0.8127630458998221
2033,Increase benefits taxation,0.1975005936004074,0.16720037184224457,0.7869774571699328
2034,Increase benefits taxation,-0.014760165550966502,0.16924066537052518,0.7658727842163312
2035,Increase benefits taxation,-0.23738304598596513,0.16953160381310978,0.7521018090086431
2036,Increase benefits taxation,-0.46306889917736954,0.16868393794628414,0.7434394472109396
2037,Increase benefits taxation,-0.687509182271344,0.1692127753706366,0.7281420617941863
2038,Increase benefits taxation,-0.9188235695525261,0.16913069843363307,0.7156113813140674
2039,Increase benefits taxation,-1.1563339606472007,0.16906558365429683,0.7024732791716956
2040,Increase benefits taxation,-1.3919728401728977,0.16929263548651438,0.6881647203463974
2041,Increase benefits taxation,-1.6383358776373702,0.16805039065973415,0.680227190854279
2042,Increase benefits taxation,-1.876935598801568,0.16811764208980962,0.666353133075383
2043,Increase benefits taxation,-2.1226086996526665,0.16876435399050593,0.649660701564962
2044,Increase benefits taxation,-2.3630406990242903,0.16876174723053083,0.6361764639541198
2045,Increase benefits taxation,-2.6213942609112557,0.16630337250145052,0.6331038733621338
2046,Increase benefits taxation,-2.8741445545401736,0.16725800256883938,0.6145609291887886
2047,Increase benefits taxation,-3.133461559148211,0.16688021988416507,0.6020070345112908
2048,Increase benefits taxation,-3.385189609900552,0.16657133833936072,0.5892396500517197
2049,Increase benefits taxation,-3.6258666404424362,0.16735805285529276,0.572477535729406
2050,Increase benefits taxation,-3.874889163896945,0.16786145621479387,0.5561854075176782
2051,Increase benefits taxation,-4.13214281670514,0.1667341203864717,0.547160604906444
2052,Increase benefits taxation,-4.395210964652224,0.1678337846200112,0.5275176083661496
2053,Increase benefits taxation,-4.669269083148307,0.1672366693459735,0.5149473188872414
2054,Increase benefits taxation,-4.93645556893289,0.16798491732237453,0.49707579426804616
2055,Increase benefits taxation,-5.1972564844114535,0.16901422078746342,0.47807366766756465
2056,Increase benefits taxation,-5.4751364897340435,0.16878349274042093,0.46359874001537205
2057,Increase benefits taxation,-5.734689403232165,0.16859592966276257,0.45052960289818844
2058,Increase benefits taxation,-6.006878973228117,0.16950042862167014,0.4311225807953591
2059,Increase benefits taxation,-6.2786236795813934,0.17130672237641506,0.4080890128589172
2060,Increase benefits taxation,-6.574705276865224,0.1705872887941731,0.3950410174177487
2061,Increase benefits taxation,-6.8474882675197435,0.1731082215976384,0.3685926597915267
2062,Increase benefits taxation,-7.1478107279692145,0.1730543686315022,0.3522693307767959
2063,Increase benefits taxation,-7.4487638868702515,0.17454459620503812,0.3295417523320007
2064,Increase benefits taxation,-7.766627395889478,0.1743059278361401,0.3128235521981375
2065,Increase benefits taxation,-8.101835331191577,0.17349253660730565,0.29754194260600336
2066,Increase benefits taxation,-8.40999914843907,0.17322463880044395,0.2815906544885699
2067,Increase benefits taxation,-8.71751444761095,0.17652064980474474,0.2507615192420077
2068,Increase benefits taxation,-9.048099080552516,0.1755779340067195,0.2360577824343038
2069,Increase benefits taxation,-9.395990225388566,0.1766388055039746,0.2122510345739869
2070,Increase benefits taxation,-9.7136554321316,0.17788093647451114,0.1896532900127182
2071,Increase benefits taxation,-10.062910373292501,0.1784127308282868,0.1681101937990049
2072,Increase benefits taxation,-10.405144580973017,0.1780440528711874,0.15043808779534396
2073,Increase benefits taxation,-10.75401863693614,0.1786522194638699,0.12863531542139792
2074,Increase benefits taxation,-11.133901268599217,0.1786598320623249,0.1071914560687605
2075,Increase benefits taxation,-11.52722023468083,0.1803387623549129,0.07863545621106567
2076,Increase benefits taxation,-11.934255006323008,0.17969645196293144,0.058443636504509434
2077,Increase benefits taxation,-12.314375893370446,0.1807160089144131,0.03311681874272332
2078,Increase benefits taxation,-12.748453732615529,0.17976948450199864,0.012155585545521154
2079,Increase benefits taxation,-13.166407777550427,0.17878897541738603,-0.007303979358137865
2080,Increase benefits taxation,-13.563014222666947,0.18039721986994933,-0.03554704607714469
2081,Increase benefits taxation,-13.943232950806758,0.18001128787138423,-0.05564265146643456
2082,Increase benefits taxation,-14.37272224854577,0.18066356900325153,-0.08237860069405091
2083,Increase benefits taxation,-14.79834696028743,0.17984636617756025,-0.10267781264620321
2084,Increase benefits taxation,-15.243205785837569,0.18096268930104495,-0.1319721909908111
2085,Increase benefits taxation,-15.656117608219061,0.18174483300539282,-0.15842609444548922
2086,Increase benefits taxation,-16.015342762341028,0.18231367859881634,-0.18080136877364397
2087,Increase benefits taxation,-16.35909845583187,0.18417482368906893,-0.20670672218420788
2088,Increase benefits taxation,-16.710740922854963,0.18605524464915865,-0.2329810913647833
2089,Increase benefits taxation,-17.070236803275588,0.18795513780053782,-0.2596231131108975
2090,Increase benefits taxation,-17.43755305243168,0.18987470150503397,-0.28663159817689843
2005,Cap spouse benefits,3.1830934620530367,0.11088980239288546,1.3242291064786946
2006,Cap spouse benefits,3.3463984977161463,0.11009089601242979,1.3410944130668447
2007,Cap spouse benefits,3.445094289160153,0.1123532664358174,1.320248410011085
2008,Cap spouse benefits,3.5807807173718653,0.11533282945655698,1.2881884624797846
2009,Cap spouse benefits,3.5267635946870883,0.12744613244971578,1.1774406861465643
2010,Cap spouse benefits,3.5652706006517656,0.13811924563224573,1.096279995396659
2011,Cap spouse benefits,3.544374132229833,0.13686109240963185,1.0937069511277275
2012,Cap spouse benefits,3.40798315050014,0.13844612298021564,1.0692420270304666
2013,Cap spouse benefits,3.320275019321347,0.13957097916062566,1.0390048169697323
2014,Cap spouse benefits,3.2173352885723263,0.14085104582818858,1.029148190822015
2015,Cap spouse benefits,3.1502968358428682,0.1302654359009231,1.0923024896115365
2016,Cap spouse benefits,2.9306087627641024,0.13641632481272237,1.03865419488902
2017,Cap spouse benefits,2.8115950559856246,0.13509623204486512,1.0446488315856586
2018,Cap spouse benefits,2.686087223104933,0.13648469240171926,1.034120498468645
2019,Cap spouse benefits,2.556801398531215,0.13828224785027432,1.0208596645153574
2020,Cap spouse benefits,2.4238746303845176,0.1411564374723777,1.0008290756412244
2021,Cap spouse benefits,2.286687328817144,0.14190330379565225,0.9937794272479655
2022,Cap spouse benefits,2.1447302120510217,0.14563446062762483,0.9682215856605035
2023,Cap spouse benefits,1.9972645614930569,0.14635702154337818,0.9616129596526395
2024,Cap spouse benefits,1.845701186426433,0.15062653709145815,0.934094415166223
2025,Cap spouse benefits,1.676570366011677,0.15398971794494298,0.9149743102341907
2026,Cap spouse benefits,1.5061411667696918,0.15463382195167116,0.9101126199087435
2027,Cap spouse benefits,1.3413362843046819,0.15698973238121752,0.8949249272589109
2028,Cap spouse benefits,1.172932846490547,0.15771289070189048,0.887449244634039
2029,Cap spouse benefits,1.0047912601236844,0.15948872128091654,0.8735402566491087
2030,Cap spouse benefits,0.8342832458634772,0.16085945778967817,0.8575866120446638
2031,Cap spouse benefits,0.6555004977991601,0.16212881187798575,0.8413887751116007
2032,Cap spouse benefits,0.4724474668800168,0.16274419258592118,0.8284022617820068
2033,Cap spouse benefits,0.2863802442553078,0.1657602983025914,0.8036238189825703
2034,Cap spouse benefits,0.08564942444497942,0.1676604556134318,0.7836881404131757
2035,Cap spouse benefits,-0.12469885276497977,0.16784627145292166,0.7711175968043162
2036,Cap spouse benefits,-0.33755666372295473,0.1669280887063212,0.7638939561455437
2037,Cap spouse benefits,-0.548314670332135,0.16737290912845154,0.7496460356324519
2038,Cap spouse benefits,-0.7652106205003,0.16722738377414895,0.7383074396729188
2039,Cap spouse benefits,-0.9874354576477509,0.1670713570817494,0.726411370736372
2040,Cap spouse benefits,-1.20785928377314,0.16722448554486172,0.7132767224978219
2041,Cap spouse benefits,-1.4376100429761194,0.16594432305459986,0.7068049741471635
2042,Cap spouse benefits,-1.6592348223242155,0.16599272162974615,0.6938807984501684
2043,Cap spouse benefits,-1.8874676656529028,0.16660229037692414,0.6783831652914895
2044,Cap spouse benefits,-2.111636510042256,0.16654194916343523,0.6661190412032967
2045,Cap spouse benefits,-2.3511302707540898,0.16410189318649052,0.6642599822454618
2046,Cap spouse benefits,-2.5849162812350936,0.1650005793780274,0.6469491559424296
2047,Cap spouse benefits,-2.82569488795083,0.16454600259131053,0.6359181271640603
